1 - RADAR,0 - LIDAR,R:X².050,L:X².050,
2.1713,1.45067,7.815,5.991
2.74744,1.50682,7.815,5.991
5.92569,2.06978,7.815,5.991
6.89046,0.445901,7.815,5.991
1.74526,0.716372,7.815,5.991
1.04066,1.69209,7.815,5.991
1.68722,0.123221,7.815,5.991
4.18117,3.71096,7.815,5.991
1.49086,2.12684,7.815,5.991
5.43677,13.6758,7.815,5.991
1.42142,0.9144,7.815,5.991
2.2323,1.89261,7.815,5.991
1.73828,2.7974,7.815,5.991
7.35041,0.788011,7.815,5.991
1.81132,0.823794,7.815,5.991
1.416,4.60141,7.815,5.991
4.44452,1.63458,7.815,5.991
1.20905,1.00255,7.815,5.991
0.76219,2.4765,7.815,5.991
2.17922,3.49915,7.815,5.991
3.70401,6.53021,7.815,5.991
0.639477,1.84018,7.815,5.991
2.06967,0.431863,7.815,5.991
0.879309,0.37097,7.815,5.991
6.61701,0.844924,7.815,5.991
0.382694,0.389498,7.815,5.991
10.4929,2.15356,7.815,5.991
3.79488,5.10668,7.815,5.991
1.23462,1.83317,7.815,5.991
1.19081,5.19877,7.815,5.991
0.63558,1.25982,7.815,5.991
1.90916,1.329,7.815,5.991
2.0188,0.197827,7.815,5.991
4.92815,0.299627,7.815,5.991
2.27953,2.65663,7.815,5.991
1.75305,1.81528,7.815,5.991
1.56071,3.40653,7.815,5.991
7.88032,0.122182,7.815,5.991
8.54553,0.132915,7.815,5.991
0.155185,0.589885,7.815,5.991
1.59877,0.230855,7.815,5.991
2.20819,2.118,7.815,5.991
2.35998,0.0316511,7.815,5.991
0.972706,3.90141,7.815,5.991
0.547436,1.84666,7.815,5.991
8.95304,0.540992,7.815,5.991
2.22713,0.923099,7.815,5.991
0.814218,1.16307,7.815,5.991
3.30593,0.0384571,7.815,5.991
4.65949,0.120583,7.815,5.991
2.34428,4.35397,7.815,5.991
5.60347,1.18704,7.815,5.991
1.27397,0.372728,7.815,5.991
2.42704,2.36169,7.815,5.991
6.35609,0.357911,7.815,5.991
1.98546,3.59555,7.815,5.991
8.0207,3.89981,7.815,5.991
3.77468,1.73025,7.815,5.991
3.46128,0.810713,7.815,5.991
3.45944,0.170555,7.815,5.991
4.46445,5.54195,7.815,5.991
1.85919,1.153,7.815,5.991
4.59075,5.10147,7.815,5.991
3.50084,3.06233,7.815,5.991
0.727876,4.25674,7.815,5.991
0.220752,3.37234,7.815,5.991
0.830989,0.0110338,7.815,5.991
0.609557,0.321288,7.815,5.991
8.41695,1.20691,7.815,5.991
6.28979,1.25579,7.815,5.991
0.796186,11.4053,7.815,5.991
3.37542,0.253121,7.815,5.991
0.463072,5.87238,7.815,5.991
2.57885,0.690359,7.815,5.991
1.68132,3.17313,7.815,5.991
3.20995,0.707013,7.815,5.991
7.98457,3.04079,7.815,5.991
0.121229,0.818648,7.815,5.991
7.43105,2.72671,7.815,5.991
3.94273,1.08275,7.815,5.991
2.8271,1.47344,7.815,5.991
6.24173,5.86303,7.815,5.991
2.18536,4.64766,7.815,5.991
2.99645,0.402802,7.815,5.991
