1 - RADAR,0 - LIDAR,R:X².050,L:X².050,
74.7668,0.221175,7.815,5.991
1.82475,0.167708,7.815,5.991
7.76995,0.254887,7.815,5.991
6.42472,0.00958252,7.815,5.991
0.472213,1.22174,7.815,5.991
1.25076,2.04267,7.815,5.991
4.1886,0.394672,7.815,5.991
2.24279,13.3684,7.815,5.991
2.37367,2.23781,7.815,5.991
1.64848,1.45991,7.815,5.991
4.03703,4.22781,7.815,5.991
1.0507,0.403745,7.815,5.991
4.10153,3.93369,7.815,5.991
3.2669,0.593193,7.815,5.991
3.02574,0.819702,7.815,5.991
6.54878,1.26977,7.815,5.991
6.30082,0.991174,7.815,5.991
4.47839,3.61135,7.815,5.991
5.00101,1.8277,7.815,5.991
5.08003,1.49596,7.815,5.991
1.31688,1.27661,7.815,5.991
1.35147,0.737275,7.815,5.991
1.17061,0.596045,7.815,5.991
0.777914,4.44577,7.815,5.991
3.57194,3.70871,7.815,5.991
12.5989,0.869536,7.815,5.991
0.649938,1.50962,7.815,5.991
0.967869,2.21662,7.815,5.991
4.30526,2.77952,7.815,5.991
3.13445,2.14286,7.815,5.991
0.640685,0.364012,7.815,5.991
2.18011,1.66929,7.815,5.991
0.483143,1.14981,7.815,5.991
6.49298,2.33416,7.815,5.991
2.13917,0.84586,7.815,5.991
4.06998,0.662827,7.815,5.991
2.84362,0.223137,7.815,5.991
1.11976,1.51332,7.815,5.991
1.01289,2.2459,7.815,5.991
0.0865404,3.09969,7.815,5.991
6.07306,1.39846,7.815,5.991
0.40478,2.63205,7.815,5.991
2.71235,6.30862,7.815,5.991
1.29954,3.97257,7.815,5.991
1.61856,1.96926,7.815,5.991
4.08236,0.182014,7.815,5.991
6.63711,0.266418,7.815,5.991
4.25589,0.859217,7.815,5.991
4.82687,0.172413,7.815,5.991
13.8668,3.19122,7.815,5.991
3.11722,0.813864,7.815,5.991
5.24168,1.0228,7.815,5.991
2.54531,1.98944,7.815,5.991
1.62894,0.581224,7.815,5.991
1.68365,0.105252,7.815,5.991
1.89607,1.75708,7.815,5.991
3.38852,1.61097,7.815,5.991
10.1791,3.2958,7.815,5.991
1.68119,0.121925,7.815,5.991
1.59502,1.69251,7.815,5.991
0.510157,0.0140201,7.815,5.991
7.44458,1.06141,7.815,5.991
5.10762,4.28287,7.815,5.991
2.60448,0.769038,7.815,5.991
1.87178,1.45277,7.815,5.991
6.83871,0.252156,7.815,5.991
1.73778,0.621668,7.815,5.991
3.22766,2.74663,7.815,5.991
3.1,0.679101,7.815,5.991
9.91582,0.731014,7.815,5.991
3.84889,1.49645,7.815,5.991
6.29632,2.12008,7.815,5.991
1.80463,0.905654,7.815,5.991
1.04676,0.728696,7.815,5.991
0.263307,2.11699,7.815,5.991
2.4841,0.267271,7.815,5.991
1.71141,1.53524,7.815,5.991
2.80716,0.288878,7.815,5.991
1.07156,1.90709,7.815,5.991
1.26381,0.484253,7.815,5.991
4.48325,0.566278,7.815,5.991
4.98121,3.41319,7.815,5.991
0.974648,1.48394,7.815,5.991
2.67923,1.18133,7.815,5.991
1.59488,2.03256,7.815,5.991
4.37543,2.721,7.815,5.991
0.0391228,0.198478,7.815,5.991
3.36075,4.41406,7.815,5.991
0.280787,1.61016,7.815,5.991
0.538182,1.15875,7.815,5.991
2.76929,2.2344,7.815,5.991
1.98434,0.622745,7.815,5.991
1.48149,2.23791,7.815,5.991
4.54375,0.257862,7.815,5.991
1.55003,1.07457,7.815,5.991
1.53025,1.9519,7.815,5.991
7.02079,3.01044,7.815,5.991
3.3785,1.60598,7.815,5.991
2.48797,6.36712,7.815,5.991
3.25408,0.207195,7.815,5.991
1.85225,0.627263,7.815,5.991
5.25843,2.33914,7.815,5.991
1.38238,2.6484,7.815,5.991
1.59177,1.46008,7.815,5.991
1.2152,4.25846,7.815,5.991
2.69701,0.0148271,7.815,5.991
1.35004,2.12287,7.815,5.991
3.67416,2.38239,7.815,5.991
1.58396,2.4717,7.815,5.991
0.762367,2.21076,7.815,5.991
3.63609,0.719961,7.815,5.991
4.13778,0.437821,7.815,5.991
3.48906,6.20171,7.815,5.991
4.09869,4.71978,7.815,5.991
0.596369,2.43005,7.815,5.991
1.43221,2.28679,7.815,5.991
0.746697,0.771862,7.815,5.991
3.15194,4.8804,7.815,5.991
2.05096,0.966103,7.815,5.991
4.45229,0.118064,7.815,5.991
5.32253,1.82715,7.815,5.991
9.0854,1.32219,7.815,5.991
1.05024,1.75106,7.815,5.991
5.23106,0.0883605,7.815,5.991
4.3514,1.64453,7.815,5.991
4.13159,0.994129,7.815,5.991
0.0468007,3.13406,7.815,5.991
4.18506,4.35593,7.815,5.991
1.00755,0.202267,7.815,5.991
5.40968,0.0841467,7.815,5.991
2.44503,1.34191,7.815,5.991
0.249393,1.18506,7.815,5.991
5.75074,2.38377,7.815,5.991
2.53657,3.35671,7.815,5.991
0.925765,2.96699,7.815,5.991
5.55887,0.910236,7.815,5.991
5.94364,1.11935,7.815,5.991
4.62947,4.1002,7.815,5.991
6.17426,0.619964,7.815,5.991
2.14505,1.92098,7.815,5.991
5.7476,0.0906754,7.815,5.991
4.04535,1.32687,7.815,5.991
2.22762,1.21931,7.815,5.991
0.141489,1.64826,7.815,5.991
4.46254,6.50668,7.815,5.991
0.749152,0.620197,7.815,5.991
0.391723,1.274,7.815,5.991
2.42554,0.127194,7.815,5.991
4.92092,2.15236,7.815,5.991
0.593411,0.574115,7.815,5.991
7.86981,7.98199,7.815,5.991
1.08916,0.249837,7.815,5.991
6.98052,1.27849,7.815,5.991
1.42509,3.40239,7.815,5.991
2.66119,3.91336,7.815,5.991
1.68247,3.76387,7.815,5.991
2.6747,5.25555,7.815,5.991
3.50009,2.94598,7.815,5.991
2.24474,4.44048,7.815,5.991
3.57184,4.46015,7.815,5.991
2.49934,4.88517,7.815,5.991
6.4482,0.210722,7.815,5.991
2.08204,0.0166646,7.815,5.991
0.360828,4.10369,7.815,5.991
3.75911,3.89871,7.815,5.991
